Sl. No.,Path,Agebucket,Agewt,ECG-0,ECG-1,BM-0,BM-1,CP-0,CP-1,CP-2,DB-0,DB-1,PFH-0,PFH-1,CHOL-0,CHOL-1,SCORE,Max-Score
573,Path-6,56-60,0.195,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.798,
574,Path-6,56-60,0.195,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.798,
575,Path-6,56-60,0.195,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.432,
576,Path-6,56-60,0.195,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.432,
577,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.982,
578,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.982,
579,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.616,
580,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.616,
581,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.210,
582,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.210,
583,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.844,
584,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.844,
585,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.840,
586,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.840,
587,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.474,
588,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.474,
589,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.068,
590,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.068,
591,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.702,
592,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.702,
593,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.941,
594,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.941,
595,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.575,
596,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.575,
597,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.169,
598,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.169,
599,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.803,
600,Path-7,61-65,0.138,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.803,
601,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,1.984,
602,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,1.984,
603,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,1.618,
604,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,1.618,
605,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.212,
606,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.212,
607,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,1.846,
608,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,1.846,
609,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.842,
610,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.842,
611,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.476,
612,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.476,
613,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.070,
614,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.070,
615,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.704,
616,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.704,
617,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,1.943,
618,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,1.943,
619,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,1.577,
620,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,1.577,
621,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.171,
622,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.171,
623,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,1.805,
624,Path-7,61-65,0.138,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,1.805,
625,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.552,
626,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.552,
627,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.186,
628,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.186,
629,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.780,
630,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.780,
631,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.414,
632,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.414,
633,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,4.410,
634,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,4.410,
635,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,4.044,
636,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,4.044,
637,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.638,
638,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.638,
639,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,4.272,
640,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,4.272,
641,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,3.511,
642,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,3.511,
643,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,3.145,
644,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,3.145,
645,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.739,
646,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.739,
647,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,3.373,
648,Path-7,61-65,0.138,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,3.373,
649,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.554,
650,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.554,
651,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.188,
652,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.188,
653,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.782,
654,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.782,
655,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.416,
656,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.416,
657,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.412,
658,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.412,
659,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.046,
660,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.046,
661,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.640,
662,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.640,
663,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.274,
664,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.274,
665,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.513,
666,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.513,
667,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.147,
668,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.147,
669,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.741,
670,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.741,
671,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.375,
672,Path-7,61-65,0.138,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.375,
673,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.937,
674,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.937,
675,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.571,
676,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.571,
677,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.165,
678,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.165,
679,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.799,
680,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.799,
681,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.795,
682,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.795,
683,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.429,
684,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.429,
685,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.023,
686,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.023,
687,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.657,
688,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.657,
689,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.896,
690,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.896,
691,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.530,
692,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.530,
693,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.124,
694,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.124,
695,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.758,
696,Path-8,66-70,0.093,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.758,
697,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,1.939,
698,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,1.939,
699,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,1.573,
700,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,1.573,
701,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.167,
702,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.167,
703,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,1.801,
704,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,1.801,
705,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.797,
706,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.797,
707,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.431,
708,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.431,
709,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.025,
710,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.025,
711,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.659,
712,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.659,
713,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,1.898,
714,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,1.898,
715,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,1.532,
716,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,1.532,
717,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.126,
718,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.126,
719,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,1.760,
720,Path-8,66-70,0.093,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,1.760,
721,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.507,
722,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.507,
723,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.141,
724,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.141,
725,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.735,
726,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.735,
727,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.369,
728,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.369,
729,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,4.365,
730,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,4.365,
731,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.999,
732,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.999,
733,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.593,
734,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.593,
735,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,4.227,
736,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,4.227,
737,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,3.466,
738,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,3.466,
739,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,3.100,
740,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,3.100,
741,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.694,
742,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.694,
743,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,3.328,
744,Path-8,66-70,0.093,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,3.328,
745,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.509,
746,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.509,
747,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.143,
748,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.143,
749,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.737,
750,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.737,
751,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.371,
752,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.371,
753,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.367,
754,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.367,
755,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.001,
756,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.001,
757,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.595,
758,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.595,
759,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.229,
760,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.229,
761,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.468,
762,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.468,
763,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.102,
764,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.102,
